id,usuario,fecha,contenido,likes,comentarios,compartidos,Texto_Procesado,Sentimiento
877,usuario877,2025-05-08,Me siento decepcionado con la calidad. #decepcion,54,20,46,sentir decepcionado calidad decepcion,Negativo
878,usuario878,2025-11-20,Me siento decepcionado con la calidad. #decepcion,3,57,7,sentir decepcionado calidad decepcion,Negativo
879,usuario879,2025-12-03,No puedo creer lo mal que funciona esto. #colera,65,51,50,poder creer mal función colera,Negativo
880,usuario880,2025-02-16,El peor servicio que he recibido. #colera,304,8,47,peor servicio recibido colera,Negativo
881,usuario881,2025-09-29,"No volvere a comprar aqui, muy decepcionado. #decepcion",242,11,1,volverir comprar aqui decepcionado decepcion,Negativo
882,usuario882,2025-09-05,El peor servicio que he recibido. #colera,487,53,29,peor servicio recibido colera,Negativo
883,usuario883,2025-01-11,"Esto es increible, estoy extasiado! #extasis",82,44,40,increible extasiado extasis,Positivo
884,usuario884,2025-09-13,Es frustrante que no funcione como esperaba. #frustracion,239,25,35,frustrante funcione esperar frustracion,Negativo
885,usuario885,2025-06-10,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",440,44,4,servicio excelente satisfecho satisfaccion,Positivo
886,usuario886,2025-09-20,"Esto es increible, estoy extasiado! #extasis",419,87,46,increible extasiado extasis,Positivo
887,usuario887,2025-01-13,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",29,91,33,experiencia maravilloso satisfecho satisfaccion,Positivo
888,usuario888,2025-09-05,No puedo creer lo mal que funciona esto. #colera,224,29,4,poder creer mal función colera,Negativo
889,usuario889,2025-09-29,"Un producto realmente bueno, supero mis expectativas. #alegria",143,7,27,producto realmente bueno supero expectativa alegrio,Positivo
890,usuario890,2025-05-06,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",279,50,38,experiencia maravilloso satisfecho satisfaccion,Positivo
891,usuario891,2025-10-18,Estoy muy feliz con este producto! #alegria,477,92,29,feliz producto alegrio,Positivo
892,usuario892,2025-11-25,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",28,22,50,experiencia maravilloso satisfecho satisfaccion,Positivo
893,usuario893,2025-02-26,El peor servicio que he recibido. #colera,369,4,47,peor servicio recibido colera,Negativo
894,usuario894,2025-02-23,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",370,13,23,experiencia maravilloso satisfecho satisfaccion,Positivo
895,usuario895,2025-05-09,"Un producto realmente bueno, supero mis expectativas. #alegria",424,98,48,producto realmente bueno supero expectativa alegrio,Positivo
896,usuario896,2025-01-22,"Esto es increible, estoy extasiado! #extasis",431,42,10,increible extasiado extasis,Positivo
897,usuario897,2025-04-21,"Esto es increible, estoy extasiado! #extasis",466,89,0,increible extasiado extasis,Positivo
898,usuario898,2025-10-29,Es frustrante que no funcione como esperaba. #frustracion,332,28,6,frustrante funcione esperar frustracion,Negativo
899,usuario899,2025-08-30,"No volvere a comprar aqui, muy decepcionado. #decepcion",260,89,17,volverir comprar aqui decepcionado decepcion,Negativo
900,usuario900,2025-08-13,"Un producto realmente bueno, supero mis expectativas. #alegria",27,9,8,producto realmente bueno supero expectativa alegrio,Positivo
